,Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep,Total_Cost,Profit,Month_Year,Day_Name
26,1058,2023-04-05,Alice,North,2072.23,33,Furniture,1011.65,1084.28,Returning,0.07,Bank Transfer,Retail,North-Alice,33384.45,-31312.22,2023-04,Wednesday
27,1022,2023-06-01,David,East,8913.13,9,Electronics,2263.65,2558.9500000000003,New,0.03,Cash,Online,East-David,20372.85,-11459.72,2023-06,Thursday
28,1089,2023-11-07,Bob,West,2945.36,47,Furniture,4157.62,4314.56,New,0.17,Bank Transfer,Retail,West-Bob,195408.14,-192462.78,2023-11,Tuesday
29,1049,2023-05-17,Alice,West,3741.08,1,Furniture,3290.89,3317.75,Returning,0.17,Bank Transfer,Online,West-Alice,3290.89,450.19,2023-05,Wednesday
30,1091,2023-09-04,Charlie,South,675.11,44,Food,2085.46,2406.58,Returning,0.06,Bank Transfer,Retail,South-Charlie,91760.24,-91085.13,2023-09,Monday
31,1059,2023-08-31,Alice,North,1203.97,35,Food,3333.64,3764.52,Returning,0.02,Credit Card,Online,North-Alice,116677.4,-115473.43,2023-08,Thursday
32,1042,2023-01-31,Alice,North,5207.03,11,Food,635.2,814.1400000000001,Returning,0.02,Cash,Online,North-Alice,6987.2,-1780.17,2023-01,Tuesday
33,1092,2023-02-09,David,West,2749.17,34,Furniture,2037.41,2238.65,New,0.3,Credit Card,Online,West-David,69271.94,-66522.77,2023-02,Thursday
34,1060,2023-08-17,Bob,East,8371.25,16,Clothing,3975.99,4422.59,New,0.24,Cash,Online,East-Bob,63615.84,-55244.59,2023-08,Thursday
35,1080,2023-02-05,Charlie,South,245.46,9,Electronics,1141.52,1550.19,New,0.28,Credit Card,Retail,South-Charlie,10273.68,-10028.22,2023-02,Sunday
36,1015,2023-08-11,Eve,East,3853.03,32,Furniture,970.51,1330.84,Returning,0.06,Cash,Retail,East-Eve,31056.32,-27203.29,2023-08,Friday
37,1062,2023-01-06,Eve,East,3439.72,15,Clothing,4756.55,4888.46,New,0.29,Credit Card,Online,East-Eve,71348.25,-67908.53,2023-01,Friday
38,1062,2023-11-18,Alice,East,291.34,12,Furniture,1088.99,1545.0,Returning,0.04,Bank Transfer,Retail,East-Alice,13067.88,-12776.54,2023-11,Saturday
39,1047,2023-08-08,David,North,1331.25,33,Electronics,1341.55,1427.21,Returning,0.15,Credit Card,Online,North-David,44271.15,-42939.9,2023-08,Tuesday
40,1062,2023-03-16,David,West,4195.06,45,Furniture,4849.6,5166.72,Returning,0.25,Credit Card,Online,West-David,218232.0,-214036.94,2023-03,Thursday
41,1051,2023-01-04,Eve,North,4979.36,14,Electronics,3686.81,3710.92,New,0.1,Bank Transfer,Retail,North-Eve,51615.34,-46635.98,2023-01,Wednesday
42,1055,2023-12-01,Charlie,West,4102.47,8,Furniture,3513.0,3838.42,Returning,0.13,Bank Transfer,Online,West-Charlie,28104.0,-24001.53,2023-12,Friday
43,1064,2023-05-14,Bob,South,5356.28,8,Electronics,4271.99,4417.79,Returning,0.04,Cash,Online,South-Bob,34175.92,-28819.64,2023-05,Sunday
44,1003,2023-04-28,Charlie,South,5991.8,27,Furniture,623.32,853.6600000000001,Returning,0.04,Cash,Online,South-Charlie,16829.64,-10837.84,2023-04,Friday
45,1051,2023-04-04,Bob,East,198.25,12,Electronics,3544.48,3723.66,Returning,0.19,Cash,Online,East-Bob,42533.76,-42335.51,2023-04,Tuesday
46,1007,2023-03-03,Eve,West,4694.54,1,Food,2543.26,2637.9100000000003,Returning,0.2,Credit Card,Online,West-Eve,2543.26,2151.28,2023-03,Friday
47,1021,2023-07-13,Bob,West,9638.64,43,Furniture,4154.3,4469.07,Returning,0.23,Cash,Retail,West-Bob,178634.9,-168996.26,2023-07,Thursday
48,1073,2023-12-01,David,West,5238.42,40,Furniture,2565.3,3007.4700000000003,Returning,0.17,Credit Card,Retail,West-David,102612.0,-97373.58,2023-12,Friday
49,1039,2023-07-22,Alice,East,6807.67,42,Clothing,3120.19,3600.14,Returning,0.19,Credit Card,Retail,East-Alice,131047.98,-124240.31,2023-07,Saturday
50,1018,2023-01-26,Alice,East,3187.45,11,Clothing,2414.82,2519.07,Returning,0.0,Cash,Online,East-Alice,26563.02,-23375.57,2023-01,Thursday
51,1004,2023-06-22,Eve,South,7762.51,39,Electronics,2416.89,2778.4,Returning,0.05,Cash,Online,South-Eve,94258.71,-86496.2,2023-06,Thursday
52,1089,2023-10-27,David,North,7751.92,43,Furniture,3851.45,4186.98,Returning,0.3,Credit Card,Online,North-David,165612.35,-157860.43,2023-10,Friday
53,1060,2023-05-13,Charlie,West,5260.83,31,Electronics,3161.4,3339.66,Returning,0.02,Bank Transfer,Online,West-Charlie,98003.4,-92742.57,2023-05,Saturday
54,1014,2023-11-22,David,West,9762.54,17,Food,3184.65,3204.01,New,0.2,Bank Transfer,Online,West-David,54139.05,-44376.51,2023-11,Wednesday
55,1009,2023-04-28,Alice,North,1342.95,33,Clothing,2278.9,2626.9,New,0.05,Credit Card,Online,North-Alice,75203.7,-73860.75,2023-04,Friday
56,1090,2023-11-20,Alice,West,267.78,32,Electronics,2678.99,3152.28,Returning,0.22,Cash,Retail,West-Alice,85727.68,-85459.9,2023-11,Monday
57,1053,2023-10-02,David,East,7724.57,29,Electronics,3741.3,4061.04,Returning,0.21,Credit Card,Online,East-David,108497.7,-100773.13,2023-10,Monday
58,1002,2023-07-31,David,East,8090.84,21,Clothing,4138.41,4361.7,Returning,0.07,Credit Card,Retail,East-David,86906.61,-78815.77,2023-07,Monday
59,1084,2023-08-13,Alice,West,1290.05,21,Furniture,3497.98,3765.31,New,0.08,Cash,Online,West-Alice,73457.58,-72167.53,2023-08,Sunday
60,1092,2023-01-20,Charlie,East,2729.27,40,Electronics,4624.16,4731.98,New,0.2,Bank Transfer,Retail,East-Charlie,184966.4,-182237.13,2023-01,Friday
61,1060,2023-04-23,Eve,East,273.77,23,Clothing,4110.6,4488.370000000001,New,0.12,Credit Card,Online,East-Eve,94543.8,-94270.03,2023-04,Sunday
62,1071,2023-05-20,Eve,West,3003.76,6,Furniture,2831.23,3206.98,Returning,0.06,Bank Transfer,Retail,West-Eve,16987.38,-13983.62,2023-05,Saturday
63,1044,2023-02-16,David,South,7754.1,22,Food,3373.46,3454.76,Returning,0.22,Bank Transfer,Retail,South-David,74216.12,-66462.02,2023-02,Thursday
64,1008,2023-01-01,Eve,North,5227.81,38,Clothing,4635.23,5075.44,Returning,0.05,Cash,Online,North-Eve,176138.74,-170910.93,2023-01,Sunday
65,1047,2023-03-31,Alice,East,3546.15,37,Electronics,3114.88,3256.78,Returning,0.26,Credit Card,Online,East-Alice,115250.56,-111704.41,2023-03,Friday
66,1035,2023-05-22,Alice,South,3780.22,45,Food,4132.79,4624.1,New,0.15,Credit Card,Retail,South-Alice,185975.55,-182195.33,2023-05,Monday
67,1078,2023-11-16,David,East,113.4,8,Furniture,3459.61,3657.23,Returning,0.03,Bank Transfer,Online,East-David,27676.88,-27563.48,2023-11,Thursday
68,1081,2023-02-07,David,East,3068.03,41,Furniture,2782.08,2879.24,New,0.21,Bank Transfer,Online,East-David,114065.28,-110997.25,2023-02,Tuesday
69,1036,2023-10-20,David,North,6499.94,49,Clothing,1247.1,1429.4399999999998,New,0.16,Cash,Online,North-David,61107.9,-54607.96,2023-10,Friday
70,1050,2023-05-19,Charlie,East,9744.52,35,Clothing,2158.69,2384.38,Returning,0.09,Bank Transfer,Retail,East-Charlie,75554.15,-65809.63,2023-05,Friday
71,1004,2023-12-22,Eve,North,8485.9,11,Clothing,4840.33,4884.29,New,0.13,Cash,Online,North-Eve,53243.63,-44757.73,2023-12,Friday
72,1002,2023-11-29,David,North,333.59,24,Furniture,3305.94,3599.27,New,0.09,Credit Card,Retail,North-David,79342.56,-79008.97,2023-11,Wednesday
73,1006,2023-09-16,Bob,North,8995.75,49,Food,2843.76,3146.6000000000004,New,0.08,Cash,Retail,North-Bob,139344.24,-130348.49,2023-09,Saturday
74,1054,2023-06-10,Bob,South,7853.66,21,Furniture,4668.14,5040.22,New,0.05,Bank Transfer,Online,South-Bob,98030.94,-90177.28,2023-06,Saturday
75,1004,2023-06-27,Alice,West,7825.72,2,Electronics,2953.23,2977.52,Returning,0.11,Credit Card,Retail,West-Alice,5906.46,1919.26,2023-06,Tuesday
76,1054,2023-01-10,Eve,South,4634.16,40,Furniture,2654.11,2929.32,Returning,0.08,Cash,Online,South-Eve,106164.4,-101530.24,2023-01,Tuesday
77,1093,2023-09-18,David,West,4040.25,19,Electronics,3808.59,3844.51,New,0.21,Credit Card,Online,West-David,72363.21,-68322.96,2023-09,Monday
78,1063,2023-05-18,Bob,West,3098.87,39,Food,3577.69,3931.25,Returning,0.21,Cash,Retail,West-Bob,139529.91,-136431.04,2023-05,Thursday
79,1018,2023-06-21,Eve,North,750.38,28,Clothing,1006.14,1043.45,New,0.15,Bank Transfer,Retail,North-Eve,28171.92,-27421.54,2023-06,Wednesday
80,1090,2023-01-13,Alice,East,2359.53,17,Clothing,2382.98,2839.73,Returning,0.23,Bank Transfer,Retail,East-Alice,40510.66,-38151.13,2023-01,Friday
81,1044,2023-06-17,Charlie,North,2541.38,6,Furniture,2388.95,2742.97,Returning,0.25,Credit Card,Retail,North-Charlie,14333.7,-11792.32,2023-06,Saturday
82,1034,2023-05-10,Eve,East,4892.36,19,Clothing,1922.21,2180.83,Returning,0.17,Credit Card,Retail,East-Eve,36521.99,-31629.63,2023-05,Wednesday
83,1074,2023-03-25,Eve,West,7499.7,38,Food,2610.6,2836.94,Returning,0.19,Credit Card,Online,West-Eve,99202.8,-91703.1,2023-03,Saturday
84,1062,2023-11-17,Charlie,North,4790.72,28,Clothing,2094.88,2168.9100000000003,Returning,0.08,Cash,Retail,North-Charlie,58656.64,-53865.92,2023-11,Friday
85,1100,2023-11-15,Eve,East,672.66,2,Furniture,1036.76,1189.35,New,0.27,Bank Transfer,Online,East-Eve,2073.52,-1400.86,2023-11,Wednesday
86,1014,2023-04-11,Alice,South,9582.12,38,Food,2091.21,2527.0,Returning,0.01,Credit Card,Online,South-Alice,79465.98,-69883.86,2023-04,Tuesday
87,1095,2023-11-25,Alice,East,9432.97,37,Electronics,407.77,860.95,New,0.1,Credit Card,Retail,East-Alice,15087.49,-5654.52,2023-11,Saturday
88,1048,2023-09-30,Charlie,North,7873.38,4,Furniture,2900.14,2910.51,New,0.22,Credit Card,Retail,North-Charlie,11600.56,-3727.18,2023-09,Saturday
89,1015,2023-09-22,David,South,9914.15,22,Electronics,4275.59,4576.72,Returning,0.02,Cash,Retail,South-David,94062.98,-84148.83,2023-09,Friday
90,1072,2023-02-07,Bob,East,5490.38,26,Food,3640.17,4002.63,New,0.05,Credit Card,Retail,East-Bob,94644.42,-89154.04,2023-02,Tuesday
91,1078,2023-04-04,David,East,9631.41,49,Furniture,1833.95,2147.14,Returning,0.18,Credit Card,Retail,East-David,89863.55,-80232.14,2023-04,Tuesday
92,1087,2023-04-05,Eve,East,848.49,43,Furniture,481.0,531.02,New,0.17,Cash,Online,East-Eve,20683.0,-19834.51,2023-04,Wednesday
93,1062,2023-11-01,Bob,East,3720.24,36,Food,1050.64,1167.3300000000002,New,0.22,Cash,Online,East-Bob,37823.04,-34102.8,2023-11,Wednesday
94,1040,2023-03-10,Charlie,East,2331.27,13,Clothing,2750.18,2882.85,Returning,0.24,Credit Card,Online,East-Charlie,35752.34,-33421.07,2023-03,Friday
95,1085,2023-11-14,Charlie,South,2038.75,32,Furniture,1074.93,1492.48,Returning,0.04,Credit Card,Retail,South-Charlie,34397.76,-32359.01,2023-11,Tuesday
96,1080,2023-08-24,Bob,West,1493.95,17,Furniture,2742.67,2979.64,Returning,0.01,Cash,Retail,West-Bob,46625.39,-45131.44,2023-08,Thursday
97,1082,2023-11-30,Alice,South,6261.9,41,Electronics,1196.42,1444.97,Returning,0.21,Bank Transfer,Online,South-Alice,49053.22,-42791.32,2023-11,Thursday
98,1053,2023-05-17,Bob,South,7835.09,36,Clothing,4252.17,4720.27,New,0.09,Cash,Retail,South-Bob,153078.12,-145243.03,2023-05,Wednesday
99,1024,2023-03-17,Eve,South,5825.15,46,Electronics,2016.49,2338.66,Returning,0.19,Bank Transfer,Retail,South-Eve,92758.54,-86933.39,2023-03,Friday
100,1026,2023-02-04,Alice,West,1554.93,19,Electronics,1265.48,1715.83,New,0.05,Credit Card,Retail,West-Alice,24044.12,-22489.19,2023-02,Saturday
101,1089,2023-01-01,Charlie,North,8130.13,35,Clothing,4071.01,4304.7,New,0.14,Credit Card,Online,North-Charlie,142485.35,-134355.22,2023-01,Sunday
102,1060,2023-10-23,Bob,West,6395.95,46,Clothing,1747.05,1830.27,New,0.15,Bank Transfer,Retail,West-Bob,80364.3,-73968.35,2023-10,Monday
103,1041,2023-11-16,David,South,3942.84,40,Food,601.86,1067.53,New,0.18,Cash,Online,South-David,24074.4,-20131.56,2023-11,Thursday
104,1029,2023-03-01,David,East,6773.89,28,Clothing,2873.53,3108.3,New,0.15,Credit Card,Retail,East-David,80458.84,-73684.95,2023-03,Wednesday
105,1015,2023-11-16,Eve,East,2673.06,1,Furniture,2928.74,3027.74,New,0.15,Bank Transfer,Retail,East-Eve,2928.74,-255.68,2023-11,Thursday
106,1045,2023-12-15,David,South,3517.4,42,Clothing,3587.74,3745.91,Returning,0.1,Cash,Online,South-David,150685.08,-147167.68,2023-12,Friday
107,1065,2023-11-24,Bob,East,9183.11,18,Food,1239.09,1273.98,New,0.02,Bank Transfer,Retail,East-Bob,22303.62,-13120.51,2023-11,Friday
108,1089,2023-09-24,Bob,South,2975.99,48,Food,2246.67,2486.14,New,0.03,Cash,Retail,South-Bob,107840.16,-104864.17,2023-09,Sunday
109,1071,2023-12-27,David,East,4752.88,40,Food,1447.72,1875.75,New,0.13,Cash,Retail,East-David,57908.8,-53155.92,2023-12,Wednesday
110,1009,2023-08-17,Bob,West,8912.4,33,Clothing,450.72,918.17,Returning,0.11,Cash,Online,West-Bob,14873.76,-5961.36,2023-08,Thursday
111,1088,2023-09-27,Eve,North,7106.44,12,Clothing,4389.24,4856.219999999999,Returning,0.15,Cash,Retail,North-Eve,52670.88,-45564.44,2023-09,Wednesday
112,1001,2023-11-12,Alice,North,715.81,8,Electronics,3657.91,3729.27,New,0.09,Bank Transfer,Retail,North-Alice,29263.28,-28547.47,2023-11,Sunday
113,1008,2023-10-13,Eve,West,1558.3,24,Electronics,1542.24,1739.45,Returning,0.21,Bank Transfer,Retail,West-Eve,37013.76,-35455.46,2023-10,Friday
114,1088,2023-10-18,Eve,West,177.63,16,Furniture,3016.9,3040.73,New,0.26,Bank Transfer,Retail,West-Eve,48270.4,-48092.77,2023-10,Wednesday
115,1063,2023-08-01,Bob,South,6346.13,4,Electronics,1046.26,1475.29,Returning,0.09,Bank Transfer,Retail,South-Bob,4185.04,2161.09,2023-08,Tuesday
116,1011,2023-06-14,Alice,South,4531.97,38,Furniture,4456.67,4642.46,New,0.06,Bank Transfer,Online,South-Alice,169353.46,-164821.49,2023-06,Wednesday
117,1081,2023-01-05,Bob,South,1429.32,44,Food,618.79,938.04,Returning,0.03,Cash,Online,South-Bob,27226.76,-25797.44,2023-01,Thursday
118,1008,2023-12-05,Charlie,East,9583.55,27,Electronics,68.99,429.29,Returning,0.18,Credit Card,Retail,East-Charlie,1862.73,7720.82,2023-12,Tuesday
119,1035,2023-03-19,Bob,South,5343.63,9,Clothing,2534.94,2755.56,Returning,0.13,Credit Card,Retail,South-Bob,22814.46,-17470.83,2023-03,Sunday
120,1035,2023-03-03,Bob,West,2494.74,47,Electronics,2936.48,3096.64,New,0.06,Bank Transfer,Online,West-Bob,138014.56,-135519.82,2023-03,Friday
121,1033,2023-05-12,Bob,North,5055.98,16,Furniture,2915.88,3397.36,New,0.2,Bank Transfer,Retail,North-Bob,46654.08,-41598.1,2023-05,Friday
122,1005,2023-03-30,Alice,East,6828.24,12,Electronics,319.83,802.4300000000001,New,0.04,Credit Card,Retail,East-Alice,3837.96,2990.28,2023-03,Thursday
123,1041,2023-08-25,Bob,South,854.77,31,Food,1604.52,1756.34,Returning,0.17,Cash,Retail,South-Bob,49740.12,-48885.35,2023-08,Friday
124,1028,2023-02-11,Alice,East,2819.57,24,Clothing,2521.03,2766.05,Returning,0.16,Bank Transfer,Retail,East-Alice,60504.72,-57685.15,2023-02,Saturday
125,1007,2023-03-30,David,East,8088.96,14,Furniture,1122.07,1608.76,New,0.22,Cash,Retail,East-David,15708.98,-7620.02,2023-03,Thursday
126,1073,2023-10-23,Charlie,South,4650.68,45,Clothing,4369.5,4381.89,Returning,0.02,Credit Card,Retail,South-Charlie,196627.5,-191976.82,2023-10,Monday
127,1072,2023-11-24,Alice,East,5511.11,25,Clothing,481.19,693.4,New,0.27,Credit Card,Retail,East-Alice,12029.75,-6518.64,2023-11,Friday
128,1012,2023-10-22,David,North,4384.88,34,Furniture,2462.55,2521.77,New,0.21,Bank Transfer,Retail,North-David,83726.7,-79341.82,2023-10,Sunday
129,1034,2023-04-14,Alice,West,534.61,3,Clothing,3472.51,3732.0,New,0.06,Cash,Online,West-Alice,10417.53,-9882.92,2023-04,Friday
130,1033,2023-01-14,Alice,West,1740.92,24,Clothing,1345.67,1367.76,New,0.06,Bank Transfer,Online,West-Alice,32296.08,-30555.16,2023-01,Saturday
131,1048,2023-10-15,Charlie,North,4510.86,42,Electronics,3139.99,3349.37,Returning,0.13,Credit Card,Retail,North-Charlie,131879.58,-127368.72,2023-10,Sunday
132,1023,2023-06-28,Eve,East,2170.94,9,Clothing,4155.46,4273.6,Returning,0.25,Cash,Retail,East-Eve,37399.14,-35228.2,2023-06,Wednesday
133,1062,2023-05-05,Eve,South,594.79,26,Clothing,992.17,1263.49,Returning,0.25,Bank Transfer,Retail,South-Eve,25796.42,-25201.63,2023-05,Friday
134,1088,2023-12-19,Alice,East,8452.13,20,Clothing,4590.24,5088.28,New,0.16,Bank Transfer,Retail,East-Alice,91804.8,-83352.67,2023-12,Tuesday
135,1037,2023-01-23,Bob,North,9813.81,40,Clothing,2790.11,3192.37,Returning,0.26,Bank Transfer,Online,North-Bob,111604.4,-101790.59,2023-01,Monday
136,1099,2023-03-04,David,East,7952.11,10,Furniture,1531.2,1955.56,New,0.0,Credit Card,Online,East-David,15312.0,-7359.89,2023-03,Saturday
137,1044,2023-05-23,Bob,West,8552.47,19,Food,2182.75,2504.03,New,0.01,Bank Transfer,Online,West-Bob,41472.25,-32919.78,2023-05,Tuesday
138,1086,2023-06-02,Bob,East,2495.57,3,Electronics,1595.35,1625.7099999999998,New,0.27,Cash,Online,East-Bob,4786.05,-2290.48,2023-06,Friday
139,1091,2023-05-25,Alice,North,9610.21,24,Clothing,3639.3,3750.63,New,0.23,Bank Transfer,Retail,North-Alice,87343.2,-77732.99,2023-05,Thursday
140,1035,2023-08-13,Alice,West,2049.56,5,Clothing,3991.69,4454.97,New,0.14,Credit Card,Retail,West-Alice,19958.45,-17908.89,2023-08,Sunday
141,1065,2023-11-05,Alice,East,9519.16,3,Furniture,4173.04,4362.44,New,0.23,Bank Transfer,Retail,East-Alice,12519.12,-2999.96,2023-11,Sunday
142,1099,2023-04-14,Alice,East,9948.71,27,Food,4929.55,4990.33,Returning,0.29,Credit Card,Online,East-Alice,133097.85,-123149.14,2023-04,Friday
143,1047,2023-04-14,Eve,West,7146.06,16,Clothing,3966.86,4321.04,Returning,0.23,Credit Card,Retail,West-Eve,63469.76,-56323.7,2023-04,Friday
144,1078,2023-02-08,Alice,South,9813.32,49,Furniture,3026.85,3183.58,Returning,0.25,Cash,Retail,South-Alice,148315.65,-138502.33,2023-02,Wednesday
145,1003,2023-07-17,Eve,West,5738.44,15,Electronics,1729.14,1870.88,Returning,0.23,Cash,Online,West-Eve,25937.1,-20198.66,2023-07,Monday
146,1001,2023-05-14,Eve,South,2669.46,35,Electronics,2745.75,3244.76,New,0.05,Bank Transfer,Online,South-Eve,96101.25,-93431.79,2023-05,Sunday
147,1005,2023-03-08,Alice,North,4426.26,12,Clothing,253.29,683.78,New,0.25,Credit Card,Online,North-Alice,3039.48,1386.78,2023-03,Wednesday
148,1090,2023-06-28,Charlie,North,5976.25,41,Clothing,3736.88,3946.77,Returning,0.06,Credit Card,Online,North-Charlie,153212.08,-147235.83,2023-06,Wednesday
149,1014,2023-02-11,David,West,823.51,44,Food,2257.48,2747.81,Returning,0.27,Cash,Online,West-David,99329.12,-98505.61,2023-02,Saturday
150,1027,2023-01-15,Bob,West,6261.2,26,Food,149.11,477.67,Returning,0.14,Cash,Retail,West-Bob,3876.86,2384.34,2023-01,Sunday
151,1009,2023-04-21,Eve,North,9813.66,47,Clothing,359.41,733.0,Returning,0.2,Bank Transfer,Retail,North-Eve,16892.27,-7078.61,2023-04,Friday
152,1079,2023-06-06,David,South,1982.07,34,Furniture,1967.96,1993.4,Returning,0.15,Credit Card,Online,South-David,66910.64,-64928.57,2023-06,Tuesday
153,1015,2023-10-16,Charlie,North,7946.69,23,Food,2937.94,3007.53,Returning,0.03,Cash,Retail,North-Charlie,67572.62,-59625.93,2023-10,Monday
154,1090,2023-08-19,Bob,West,9088.2,31,Clothing,2347.81,2668.02,Returning,0.09,Bank Transfer,Retail,West-Bob,72782.11,-63693.91,2023-08,Saturday
155,1042,2023-06-06,Bob,North,9442.65,20,Food,3115.06,3565.58,Returning,0.3,Credit Card,Retail,North-Bob,62301.2,-52858.55,2023-06,Tuesday
156,1077,2023-02-07,Eve,West,9605.34,12,Clothing,2427.46,2743.09,New,0.29,Credit Card,Retail,West-Eve,29129.52,-19524.18,2023-02,Tuesday
157,1051,2023-04-07,Alice,West,5262.45,23,Electronics,3325.43,3401.1,New,0.1,Cash,Online,West-Alice,76484.89,-71222.44,2023-04,Friday
158,1063,2023-10-16,Charlie,North,9775.35,4,Clothing,1134.67,1201.39,New,0.3,Bank Transfer,Retail,North-Charlie,4538.68,5236.67,2023-10,Monday
159,1096,2023-09-11,Eve,South,7597.37,23,Electronics,608.57,1032.22,New,0.25,Cash,Retail,South-Eve,13997.11,-6399.74,2023-09,Monday
160,1052,2023-07-15,Charlie,East,1700.55,48,Food,3002.35,3080.61,Returning,0.18,Bank Transfer,Retail,East-Charlie,144112.8,-142412.25,2023-07,Saturday
161,1096,2023-03-27,Alice,North,4821.31,48,Clothing,2449.21,2714.12,New,0.01,Credit Card,Online,North-Alice,117562.08,-112740.77,2023-03,Monday
162,1004,2023-11-18,Alice,East,7211.48,1,Food,182.99,211.18,Returning,0.27,Bank Transfer,Retail,East-Alice,182.99,7028.49,2023-11,Saturday
163,1094,2023-01-10,Eve,North,2548.67,25,Electronics,1933.39,1982.92,New,0.17,Bank Transfer,Online,North-Eve,48334.75,-45786.08,2023-01,Tuesday
164,1023,2023-01-05,Alice,East,6442.09,2,Clothing,575.32,914.77,Returning,0.26,Bank Transfer,Online,East-Alice,1150.64,5291.45,2023-01,Thursday
165,1015,2023-05-03,David,South,6699.34,30,Food,2680.22,3027.92,Returning,0.25,Bank Transfer,Online,South-David,80406.6,-73707.26,2023-05,Wednesday
